Name,Code,Sector,Industry,Price,Change%,Volume,MCap.(M)
DYNAFNT,03046,Technology,Software,1.0,0.0,0.0,108.0
JISHAN,03040,Industrial Products & Services,Packaging Materials,0.6,0.0,0.0,141.09
BARAKAH,7251,Energy,"Energy, Infrastructure, Equipment & Services",0.04,0.0,1326.0,40.12
CARLSBG,2836,Consumer Products & Services,Food & Beverages,18.72,1.2,587.0,5723.6
HEIM,3255,Consumer Products & Services,Food & Beverages,27.12,0.6,1466.0,8192.9
NESTLE,4707,Consumer Products & Services,Food & Beverages,73.36,-7.3,3032.0,17202.92
AAX,5238,Consumer Products & Services,"Travel, Leisure & Hospitality",1.53,4.1,13007.0,684.02
UCHITEC,7100,Industrial Products & Services,"Industrial Materials, Components & Equipment",3.65,-1.4,8392.0,1693.38
IDBTECH,03030,Technology,Software,0.13,0.0,0.0,65.0
AVANGAAD,5259,Transportation & Logistics,Transportation & Logistics Services,0.29,0.0,15247.0,384.61
RPLANET,03036,Technology,Digital Services,0.305,0.0,0.0,51.95
SLIC,03008,Technology,Digital Services,0.64,0.0,0.0,81.28
AJI,2658,Consumer Products & Services,Food & Beverages,14.66,-0.1,221.0,891.31
NPS,03006,Health Care,Pharmaceuticals,0.215,0.0,0.0,32.04
JASKITA,8648,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.29,3.6,80.0,130.37
BAT,4162,Consumer Products & Services,Personal Goods,6.31,-1.3,2746.0,1801.69
RL,0219,Energy,"Energy, Infrastructure, Equipment & Services",0.35,1.4,151444.0,117.2
EUROSP,7094,Consumer Products & Services,Houshold Goods,2.62,0.0,0.0,116.38
CRESNDO,6718,Property,Property,1.28,1.6,1181.0,1081.78
MFGROUP,03015,Consumer Products & Services,Consumer Services,0.24,0.0,0.0,76.8
ENEST,03025,Consumer Products & Services,Consumer Services,0.14,0.0,0.0,65.1
M&G,5078,Transportation & Logistics,Transportation & Logistics Services,0.285,-1.7,8744.0,222.55
BAUTO,5248,Consumer Products & Services,Automotive,1.09,-2.7,22762.0,1277.67
HUPSENG,5024,Consumer Products & Services,Food & Beverages,1.01,0.0,10998.0,808.0
BURSA,1818,Financial Services,Other Financials,7.8,0.0,22417.0,6312.53
FBBHD,03026,Industrial Products & Services,Industrial Services,0.35,0.0,0.0,75.6
HUMEIND,5000,Industrial Products & Services,Building Materials,2.8,0.4,2457.0,2031.36
RGB,0037,Consumer Products & Services,"Travel, Leisure & Hospitality",0.39,2.6,63039.0,603.82
SMRT,0117,Technology,Digital Services,0.97,-3.0,3001.0,441.59
ADB,0276,Technology,Software,0.98,0.5,4964.0,539.49
WELLCAL,7231,Industrial Products & Services,"Industrial Materials, Components & Equipment",1.47,-1.3,2845.0,731.98
KEYFIELD,5321,Energy,"Energy, Infrastructure, Equipment & Services",1.86,-5.6,33220.0,1495.68
AMWAY,6351,Consumer Products & Services,Retailers,6.32,-0.2,700.0,1038.92
BNASTRA,7195,Construction,Construction,1.75,0.6,6320.0,1907.51
TEOSENG,7252,Consumer Products & Services,Agricultural Products,1.04,1.0,7152.0,624.02
ALPHA,0303,Health Care,Health Care Providers,0.305,1.7,15982.0,1482.3
MRDIY,5296,Consumer Products & Services,Retailers,1.41,2.2,133048.0,13347.54
GASMSIA,5209,Utilities,"Gas, Water & Multi-Utilities",4.12,-0.5,3261.0,5290.08
MPSOL,03019,Consumer Products & Services,Consumer Services,0.07,0.0,0.0,15.6
PECCA,5271,Industrial Products & Services,Auto Parts,1.46,1.4,46506.0,1097.92
LSH,03047,Construction,Construction,0.845,0.0,0.0,596.87
CHB,0291,Industrial Products & Services,Industrial Services,0.82,1.2,2370.0,304.83
NEXG,5216,Technology,Digital Services,0.26,2.0,945798.0,772.49
INFOTEC,0253,Technology,Digital Services,0.8,-5.9,4199.0,290.58
INNO,6262,Plantation,Plantation,1.85,5.7,11896.0,885.89
KGB,0151,Industrial Products & Services,Industrial Engineering,3.36,-1.2,4847.0,2421.25
CLOUDPT,0277,Technology,Digital Services,0.775,0.0,30644.0,411.99
FOCUSP,0157,Consumer Products & Services,Personal Goods,0.745,2.8,2039.0,344.19
CUSCAPI,0051,Technology,Software,0.195,2.6,12863.0,184.25
MYEG,0138,Technology,Digital Services,0.91,1.1,412326.0,6943.33
MAXIS,6012,Telecommunications & Media,Telecommunications Service Providers,3.41,-2.3,26898.0,26710.94
SDS,0212,Consumer Products & Services,Food & Beverages,1.05,5.0,1983.0,430.11
POLYDM,03031,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.75,0.0,0.0,66.18
WPRTS,5246,Transportation & Logistics,Transportation & Logistics Services,4.64,0.9,9391.0,15822.4
ASTRA,03032,Consumer Products & Services,Food & Beverages,0.5,0.0,0.0,136.08
EDEN,7471,Utilities,Electricity,0.165,3.1,17491.0,83.38
SENFONG,5308,Industrial Products & Services,Industrial Services,0.865,0.0,6000.0,624.23
APOLLO,6432,Consumer Products & Services,Food & Beverages,6.79,0.6,64.0,543.2
MCLEAN,0167,Industrial Products & Services,Industrial Services,0.31,0.0,22547.0,76.33
99SMART,5326,Consumer Products & Services,Retailers,2.06,1.5,45638.0,17304.0
NORTHERN,0340,Energy,Renewable Energy,0.54,12.5,18704.0,213.62
DXN,5318,Consumer Products & Services,Retailers,0.505,1.0,39066.0,2517.42
REDTONE,0032,Telecommunications & Media,Telecommunications Service Providers,0.56,1.8,967.0,438.17
SYNERGY,0279,Consumer Products & Services,Houshold Goods,0.915,-6.6,2186.0,457.5
HEGROUP,0296,Industrial Products & Services,Industrial Services,0.32,-3.0,9318.0,140.8
LFECORP,7170,Industrial Products & Services,Industrial Engineering,0.215,0.0,3191.0,250.27
ICTZONE,03038,Technology,Technology Equipment,0.28,0.0,0.0,185.49
HEXTAR,5151,Industrial Products & Services,Chemicals,0.89,-0.6,44672.0,3505.94
INFOM,0265,Technology,Technology Equipment,1.04,-1.0,1662.0,625.3
SUNCON,5263,Construction,Construction,4.24,3.7,53441.0,5481.94
SSB8,0045,Construction,Construction,0.45,0.0,16745.0,1022.67
PMETAL,8869,Industrial Products & Services,Metals,5.0,3.1,28902.0,41198.09
KENERGY,0307,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.7,2.9,3979.0,385.0
GOLDETF,0828EA,ETF-Commodity,Commodity Fund,4.01,0.3,616.0,141.54
HAWK,0320,Energy,"Energy, Infrastructure, Equipment & Services",0.42,0.0,21065.0,205.8
SPTOTO,1562,Consumer Products & Services,"Travel, Leisure & Hospitality",1.47,0.0,2492.0,1986.01
GCB,5102,Consumer Products & Services,Food & Beverages,3.88,9.3,58971.0,4558.67
PANDA,0290,Technology,Software,0.29,-3.3,13884.0,194.64
VLB,0273,Construction,Construction,0.515,0.0,3551.0,486.32
ITMAX,5309,Technology,Digital Services,4.08,4.6,19199.0,4207.28
TM,4863,Telecommunications & Media,Telecommunications Service Providers,6.8,0.4,45186.0,26096.39
CARIMIN,5257,Energy,"Energy, Infrastructure, Equipment & Services",0.745,0.0,0.0,174.24
HLIND,3301,Consumer Products & Services,Automotive,13.26,0.6,396.0,4348.0
FEYTECH,5322,Industrial Products & Services,Auto Parts,0.45,-7.2,20445.0,379.44
ZECON,7028,Construction,Construction,0.495,0.0,700.0,73.49
PWRWELL,0217,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.39,-2.5,58930.0,226.42
DLADY,3026,Consumer Products & Services,Food & Beverages,28.3,2.5,113.0,1811.2
SIGN,7246,Consumer Products & Services,Houshold Goods,1.5,0.0,311.0,968.25
UUE,0310,Construction,Construction,0.645,-0.8,6458.0,392.35
TAKAFUL,6139,Financial Services,Insurance,3.53,0.0,5817.0,3078.81
SCICOM,0099,Industrial Products & Services,Industrial Services,0.76,0.0,2086.0,270.14
PERDANA,7108,Energy,"Energy, Infrastructure, Equipment & Services",0.19,0.0,27715.0,423.14
FRONTKN,0128,Technology,Semiconductors,3.53,2.0,36714.0,5626.53
OPTIMAX,0222,Health Care,Health Care Providers,0.54,0.0,3091.0,293.38
PETDAG,5681,Consumer Products & Services,Retailers,17.9,-3.0,7493.0,17782.83
WASCO,5142,Energy,"Energy, Infrastructure, Equipment & Services",0.945,0.0,2989.0,732.27
KMLOONG,5027,Plantation,Plantation,2.29,0.4,1532.0,2241.99
PTRB,0260,Consumer Products & Services,Food & Beverages,0.38,0.0,1763.0,203.31
MNHLDG,0245,Construction,Construction,1.02,2.0,44665.0,569.26
TAS,5149,Transportation & Logistics,Transportation Equipment,0.63,2.4,1358.0,113.4
SCGBHD,0225,Industrial Products & Services,"Industrial Materials, Components & Equipment",1.09,3.8,82079.0,1003.94
LHI,6633,Consumer Products & Services,Agricultural Products,0.62,4.2,102069.0,2264.06
FPHB,0304,Consumer Products & Services,Consumer Services,0.36,1.4,957.0,162.0
ELRIDGE,0318,Energy,Renewable Energy,0.47,1.1,89261.0,940.0
REXIT,0106,Technology,Software,0.615,0.8,2351.0,116.44
MOBILIA,0229,Consumer Products & Services,Houshold Goods,0.135,3.8,9341.0,94.5
CIHLDG,2828,Consumer Products & Services,Food & Beverages,2.66,2.3,1.0,430.92
INTA,0192,Construction,Construction,0.45,2.3,9808.0,248.92
GREATEC,0208,Technology,Technology Equipment,1.54,-3.1,47725.0,3867.59
CTOS,5301,Technology,Digital Services,1.07,-2.7,42340.0,2471.7
NATGATE,0270,Industrial Products & Services,"Industrial Materials, Components & Equipment",1.41,-2.8,394268.0,3210.12
DYNAMIC,03058,Technology,Software,0.275,0.0,0.0,68.75
UTDPLT,2089,Plantation,Plantation,22.8,0.1,4201.0,14235.29
TAFI,7211,Consumer Products & Services,Houshold Goods,0.52,0.0,0.0,197.3
MAGNI,7087,Consumer Products & Services,Personal Goods,2.39,0.0,1388.0,1037.14
DAYANG,5141,Energy,"Energy, Infrastructure, Equipment & Services",1.7,0.6,37277.0,1968.21
KRETAM,1996,Plantation,Plantation,0.51,3.0,21.0,1187.09
BETA,0263,Industrial Products & Services,Auto Parts,0.415,1.2,3426.0,186.75
LTKM,7085,Consumer Products & Services,Agricultural Products,1.19,1.7,4138.0,170.31
SOLID,5242,Consumer Products & Services,Automotive,0.175,6.1,1.0,90.89
KOPI,0338,Consumer Products & Services,Food & Beverages,0.695,4.5,55259.0,1390.0
CBHB,0339,Industrial Products & Services,Industrial Services,0.27,1.9,28930.0,507.84
TOPMIX,0302,Industrial Products & Services,Building Materials,0.45,0.0,226.0,177.24
YINSON,7293,Energy,"Energy, Infrastructure, Equipment & Services",2.25,-2.2,88499.0,6928.44
LAYHONG,9385,Consumer Products & Services,Agricultural Products,0.33,3.1,13553.0,250.01
DELEUM,5132,Energy,"Energy, Infrastructure, Equipment & Services",1.45,0.7,2024.0,582.25
PENERGY,5133,Energy,"Energy, Infrastructure, Equipment & Services",1.2,-3.2,1800.0,386.1
MNRB,6459,Financial Services,Insurance,1.95,1.0,2878.0,1527.02
XOXTECH,0017,Telecommunications & Media,Telecommunications Equipment,0.05,-9.1,6.0,44.81
CCIB,03053,Consumer Products & Services,Consumer Services,0.33,0.0,0.0,158.3
SBAGAN,2569,Plantation,Plantation,5.86,0.0,60.0,545.47
LPI,8621,Financial Services,Insurance,13.74,1.2,456.0,5473.78
KOTRA,0002,Health Care,Pharmaceuticals,4.12,0.0,22.0,611.05
BIG,7005,Industrial Products & Services,Diversified Industrials,0.515,-8.0,93.0,32.69
KITACON,5310,Construction,Construction,0.72,1.4,125.0,360.22
PGLOBE,3611,Property,Property,0.61,0.8,43614.0,455.44
OFI,7107,Consumer Products & Services,Food & Beverages,1.51,0.0,616.0,362.4
EQ8US50,0827EA,ETF-Equity,Equity Fund,2.87,-0.5,50.0,34.19
YTLPOWR,6742,Utilities,"Gas, Water & Multi-Utilities",3.04,3.1,171184.0,25153.91
MUDAJYA,5085,Construction,Construction,0.1,-4.8,1294.0,265.74
LAGENDA,7179,Property,Property,1.2,-0.8,3687.0,1004.79
MBMR,5983,Consumer Products & Services,Automotive,5.46,0.2,1906.0,2134.25
NAIM,5073,Property,Property,0.88,1.7,1946.0,452.14
MY-MOMETF,0836EA,ETF-Equity,Equity Fund,1.13,0.4,1.0,1.58
PAM-A40M,0822EA,ETF-Equity,Equity Fund,1.55,0.0,0.0,2.09
MTEC,0295,Industrial Products & Services,"Industrial Materials, Components & Equipment",1.03,-1.0,1126.0,1050.6
FFB,5306,Consumer Products & Services,Food & Beverages,1.73,3.0,34481.0,3243.9
LBS,5789,Property,Property,0.48,1.1,12864.0,758.52
JTGROUP,0292,Construction,Construction,0.35,2.9,11638.0,137.13
QL,7084,Consumer Products & Services,Agricultural Products,4.84,1.3,33191.0,17668.35
TPC,7176,Consumer Products & Services,Agricultural Products,0.32,0.0,0.0,98.63
F&N,3689,Consumer Products & Services,Food & Beverages,25.36,1.3,504.0,9301.5
MKHOP,5319,Plantation,Plantation,0.635,0.8,4097.0,649.98
IFCAMSC,0023,Technology,Software,0.46,1.1,19743.0,279.81
ABLEGLOB,7167,Consumer Products & Services,Food & Beverages,1.45,-2.0,2250.0,450.18
GFM,0039,Industrial Products & Services,Industrial Services,0.215,4.9,12376.0,163.3
RCECAP,9296,Financial Services,Other Financials,1.32,7.3,13861.0,1959.5
KERJAYA,7161,Construction,Construction,2.08,-0.5,18744.0,2635.79
AGX,0299,Transportation & Logistics,Transportation & Logistics Services,0.545,2.8,12259.0,235.91
KPJ,5878,Health Care,Health Care Providers,2.78,4.5,152549.0,12583.97
VSTECS,5162,Technology,Technology Equipment,3.05,3.0,3587.0,1098.0
WELLS,0271,Consumer Products & Services,Food & Beverages,0.66,0.8,10219.0,470.0
SCIENTX,4731,Industrial Products & Services,Packaging Materials,3.53,-3.0,7479.0,5493.63
MMIS,03027,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.2,0.0,0.0,120.0
PEKAT,0233,Energy,Renewable Energy,1.19,-0.8,4129.0,767.51
IGBREIT,5227,Real Estate Investment Trusts,Real Estate Investment Trusts,2.27,2.3,18026.0,8213.83
GDB,0198,Construction,Construction,0.32,6.7,6270.0,300.0
ASTRO,6399,Telecommunications & Media,Media,0.19,-5.0,45816.0,991.61
PBA,5041,Utilities,"Gas, Water & Multi-Utilities",1.97,1.0,3185.0,652.6
SAMAIDEN,0223,Energy,Renewable Energy,1.08,0.0,7795.0,453.63
INGENIEU,5178,Industrial Products & Services,Metals,0.03,0.0,262553.0,45.5
WMG,6378,Property,Property,0.39,0.0,800.0,338.19
AURORA,03037,Consumer Products & Services,Personal Goods,0.22,0.0,0.0,137.73
POHKONG,5080,Consumer Products & Services,Retailers,0.985,1.0,2470.0,404.2
EG,8907,Industrial Products & Services,"Industrial Materials, Components & Equipment",2.04,1.0,4850.0,954.32
AEONCR,5139,Financial Services,Other Financials,5.62,0.0,725.0,2869.66
ALLIANZ,1163,Financial Services,Insurance,18.54,0.5,327.0,3329.21
ARK,7007,Property,Property,0.25,0.0,206.0,22.62
PETGAS,6033,Utilities,"Gas, Water & Multi-Utilities",17.38,-0.6,6967.0,34390.36
MFCB,3069,Utilities,Electricity,4.08,-1.0,13485.0,4032.48
LGMS,0249,Technology,Digital Services,0.87,-4.9,7739.0,396.72
FAREAST,5029,Plantation,Plantation,3.45,0.0,0.0,2048.74
AGMO,0258,Technology,Software,0.4,2.6,3537.0,130.0
TOMEI,7230,Consumer Products & Services,Retailers,1.66,-0.6,1395.0,230.08
EDARAN,5036,Technology,Technology Equipment,1.22,14.0,1335.0,73.2
JCBNEXT,0058,Industrial Products & Services,Industrial Services,1.63,0.6,10.0,214.14
UTAMA,03043,Industrial Products & Services,Building Materials,0.27,0.0,0.0,90.02
YGL,0086,Technology,Software,0.135,0.0,1911.0,36.95
OPENSYS,0040,Technology,Software,0.32,1.6,3002.0,142.99
MBL,5152,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.38,-1.3,1123.0,94.55
RGS,03052,Industrial Products & Services,Industrial Services,0.15,0.0,0.0,38.25
DKSH,5908,Consumer Products & Services,Consumer Services,4.78,0.6,67.0,753.61
ATECH,5302,Industrial Products & Services,"Industrial Materials, Components & Equipment",3.03,3.1,300.0,1313.43
SNS,0259,Technology,Technology Equipment,0.37,2.8,141672.0,620.03
IDEAL,9687,Property,Property,3.8,0.0,0.0,1900.0
PBBANK,1295,Financial Services,Banking,4.63,2.2,391554.0,89871.5
HARBOUR,2062,Transportation & Logistics,Transportation & Logistics Services,1.38,0.0,623.0,552.55
PADINI,7052,Consumer Products & Services,Retailers,1.85,-0.5,8703.0,1825.7
PA,7225,Industrial Products & Services,Metals,0.2,5.3,130056.0,300.95
ATRIUM,5130,Real Estate Investment Trusts,Real Estate Investment Trusts,1.26,0.0,350.0,334.59
HIBISCS,5199,Energy,Oil & Gas Producers,1.6,2.6,93832.0,1229.44
SUNMOW,03050,Construction,Construction,1.24,0.0,0.0,290.09
UMC,0256,Health Care,Health Care Equipment & Services,0.475,2.2,1226.0,177.61
CCK,7035,Consumer Products & Services,Food & Beverages,1.2,0.0,3470.0,756.86
YTL,4677,Utilities,"Gas, Water & Multi-Utilities",1.86,5.7,173358.0,20660.13
SKPRES,7155,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.995,0.5,5142.0,1554.92
FPI,9172,Consumer Products & Services,Houshold Goods,2.64,0.4,3615.0,681.44
SANCY,03057,Technology,Software,0.35,0.0,0.0,237.71
WELLCHIP,5325,Financial Services,Other Financials,1.04,-6.3,9503.0,624.0
TPTEC,03061,Industrial Products & Services,Industrial Services,0.22,0.0,0.0,55.0
APEX,5088,Financial Services,Other Financials,0.915,0.0,0.0,195.41
SLVEST,0215,Energy,Renewable Energy,1.69,0.6,33144.0,1239.18
SWKPLNT,5135,Plantation,Plantation,2.27,0.9,157.0,635.6
LEESK,8079,Consumer Products & Services,Houshold Goods,0.505,2.0,2037.0,127.12
SDG,5285,Plantation,Plantation,4.95,1.0,24865.0,34232.79
SOP,5126,Plantation,Plantation,3.05,1.3,1661.0,2725.57
PESONA,8311,Construction,Construction,0.275,1.9,5689.0,191.12
UNIQUE,0257,Industrial Products & Services,Industrial Services,0.365,2.8,4945.0,146.0
SMETRIC,0203,Technology,Software,0.175,0.0,3139.0,100.99
NOTION,0083,Technology,Technology Equipment,0.72,5.1,76508.0,378.57
EPICON,4847,Construction,Construction,0.195,2.6,2729.0,122.36
SEM,5250,Consumer Products & Services,Retailers,1.97,0.5,55.0,2308.28
KLCI1XI,0835EA,,,1.735,0.0,0.0,1.74
AWC,7579,Industrial Products & Services,Industrial Services,0.86,1.2,3177.0,292.19
KUCINGKO,0315,Telecommunications & Media,Media,0.17,6.3,30158.0,85.0
MSC,5916,Industrial Products & Services,Metals,2.33,8.4,10756.0,978.6
CIMB,1023,Financial Services,Banking,7.8,-2.5,381345.0,83711.76
BPURI,5932,Construction,Construction,0.335,-1.5,92873.0,270.02
HOMERIZ,5160,Consumer Products & Services,Houshold Goods,0.575,0.9,351.0,266.37
KSL,5038,Property,Property,1.5,0.7,11960.0,1556.26
TALIWRK,8524,Utilities,"Gas, Water & Multi-Utilities",0.7,-2.8,14128.0,1411.07
MCEHLDG,7004,Industrial Products & Services,Auto Parts,1.54,0.7,100.0,209.35
MAYBANK,1155,Financial Services,Banking,10.58,-0.2,99490.0,127668.35
RAMSSOL,0236,Technology,Software,0.83,0.0,46536.0,298.35
HLBANK,5819,Financial Services,Banking,21.3,1.4,12900.0,46172.4
KFIMA,6491,Industrial Products & Services,Diversified Industrials,2.28,2.2,541.0,644.57
PANTECH,5125,Industrial Products & Services,Metals,0.765,-4.4,45412.0,654.07
IOICORP,1961,Plantation,Plantation,3.79,-1.3,10775.0,23820.9
PWROOT,7237,Consumer Products & Services,Food & Beverages,1.37,-2.1,1312.0,633.19
SKBSHUT,7115,Industrial Products & Services,Building Materials,0.805,-0.6,6619.0,156.58
HLFG,1082,Financial Services,Banking,18.2,-0.4,1602.0,20884.81
HIAPTEK,5072,Industrial Products & Services,Metals,0.295,1.7,14840.0,515.58
JTIASA,4383,Plantation,Plantation,1.16,0.9,50333.0,1129.51
ARMADA,5210,Energy,"Energy, Infrastructure, Equipment & Services",0.545,-2.7,177276.0,3230.69
OIB,5827,Property,Property,1.25,0.0,0.0,583.22
SERSOL,0055,Industrial Products & Services,Chemicals,0.06,-14.3,10.0,43.89
L&PBHD,0268,Industrial Products & Services,Industrial Services,0.17,6.3,14433.0,95.34
CHINTEK,1929,Plantation,Plantation,8.12,0.7,115.0,741.87
MASTER,7029,Industrial Products & Services,Packaging Materials,2.89,-0.7,869.0,157.85
DANCO,5276,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.43,-1.1,4031.0,190.3
UCREST,0005,Technology,Technology Equipment,0.1,5.3,56022.0,74.38
RTSTECH,03039,Technology,Software,0.165,0.0,0.0,20.53
PLYTEC,0289,Industrial Products & Services,Industrial Services,0.31,6.9,4800.0,187.88
ATLAN,7048,Consumer Products & Services,Retailers,2.5,1.2,65.0,634.13
FAJAR,7047,Construction,Construction,0.275,1.9,43395.0,204.79
SET,0337,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.28,1.8,20780.0,280.22
AJIYA,7609,Industrial Products & Services,Building Materials,1.74,-0.6,150.0,529.98
SUNREIT,5176,Real Estate Investment Trusts,Real Estate Investment Trusts,1.91,1.6,16231.0,6541.38
SYGROUP,5173,Transportation & Logistics,Transportation & Logistics Services,0.795,3.2,3458.0,954.0
CENGILD,0243,Health Care,Health Care Providers,0.265,0.0,4800.0,220.72
TAANN,5012,Plantation,Plantation,3.74,0.8,2817.0,1663.72
MGB,7595,Construction,Construction,0.625,-3.8,4769.0,369.78
EMCC,0286,Financial Services,Other Financials,0.305,5.2,19722.0,340.05
TSA,0297,Industrial Products & Services,Metals,0.72,4.3,562.0,222.7
KIALIM,6211,Industrial Products & Services,Building Materials,0.35,4.5,562.0,21.68
THPLANT,5112,Plantation,Plantation,0.595,1.7,3956.0,525.89
ANCOMNY,4758,Industrial Products & Services,Chemicals,0.985,0.5,31776.0,1149.13
ABMB,2488,Financial Services,Banking,5.18,-0.4,21382.0,8019.19
CEKD,0238,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.36,-5.3,2230.0,70.05
TIMECOM,5031,Telecommunications & Media,Telecommunications Service Providers,5.2,-0.6,17940.0,9613.86
VS,6963,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.92,-1.1,35066.0,3622.24
IGBB,5606,Property,Property,2.73,0.4,11.0,3707.72
DFX,0131,Technology,Digital Services,0.105,0.0,1650.0,78.3
AMBANK,1015,Financial Services,Banking,5.75,2.0,69743.0,19056.56
HSPLANT,5138,Plantation,Plantation,1.97,-1.0,16101.0,1576.0
BTECH,0011,Utilities,"Gas, Water & Multi-Utilities",0.28,1.8,220.0,70.56
SPRING,0216,Consumer Products & Services,Houshold Goods,0.175,-2.8,2200.0,72.75
AHEALTH,7090,Health Care,Pharmaceuticals,2.22,-0.4,636.0,1598.92
RHBBANK,1066,Financial Services,Banking,6.94,1.2,103132.0,30254.86
AVALAND,5182,Property,Property,0.295,3.5,10925.0,429.81
IBRACO,5084,Property,Property,1.08,3.8,430.0,589.73
ORGABIO,0252,Consumer Products & Services,Food & Beverages,0.33,0.0,1410.0,81.8
YOCB,5159,Consumer Products & Services,Houshold Goods,1.69,0.6,5.0,270.4
GLXT,0284,Industrial Products & Services,Industrial Services,0.195,-2.5,3077.0,81.32
PPHB,8273,Industrial Products & Services,Packaging Materials,0.71,-0.7,1680.0,189.36
RGTECH,0202,Technology,Digital Services,0.335,3.1,729.0,186.09
QES,0196,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.45,0.0,13510.0,375.36
EPB,0317,Industrial Products & Services,Industrial Services,0.5,1.0,2041.0,186.0
